"clistingid","ilanguageid","csku","icategory","ccreateuser","dcreatedate"
"12340","1","H000-TEST","2","Luo","2014-12-03 06:21:00"
"12341","1","H001-TEST","3","Luo","2014-12-03 06:21:00"
"12342","1","H002-TEST","4","Luo","2014-12-03 06:21:00"
"12343","1","H003-TEST","4","Luo","2014-12-03 06:21:00"
"12344","1","H004-TEST","5","Luo","2014-12-03 06:21:00"
"12345","1","H005-TEST","5","Luo","2014-12-03 06:21:00"
"12346","1","H006-TEST","6","Luo","2014-12-03 06:21:00"
"12347","1","H007-TEST","6","Luo","2014-12-03 06:21:00"
"12348","1","H008-TEST","3","Luo","2014-12-03 06:21:00"
"12349","1","H009-TEST","4","Luo","2014-12-03 06:21:00"
"cdf33010-74cd-43eb-92e5-9a6b0c5b6147","1","HP001","3","kmtong","2014-01-22 11:38:00"
"H0A1_LISTING","1","H0A1","4","kmtong","2014-01-22 11:38:00"
"934668a8-d8c9-1004-8a97-438cca05a146",null,"F1214R","10",null,"2015-02-07 00:00:00"
"934668a8-d8c9-1004-8a97-438cca05a146",null,"F1214R","60",null,"2015-02-07 00:00:00"
"964de800-d8c9-1004-8a97-438cca05a146",null,"F1214GR","10",null,"2015-02-07 00:00:00"
"964de800-d8c9-1004-8a97-438cca05a146",null,"F1214GR","60",null,"2015-02-07 00:00:00"
"964ed2c4-d8c9-1004-8a97-438cca05a146",null,"F1214G","10",null,"2015-02-07 00:00:00"
"964ed2c4-d8c9-1004-8a97-438cca05a146",null,"F1214G","60",null,"2015-02-07 00:00:00"
"964f9614-d8c9-1004-8a97-438cca05a146",null,"F1214BL","10",null,"2015-02-07 00:00:00"
"964f9614-d8c9-1004-8a97-438cca05a146",null,"F1214BL","60",null,"2015-02-07 00:00:00"
"9650a784-d8c9-1004-8a97-438cca05a146",null,"F1214B","10",null,"2015-02-07 00:00:00"
"9650a784-d8c9-1004-8a97-438cca05a146",null,"F1214B","60",null,"2015-02-07 00:00:00"
"9651e004-d8c9-1004-8a97-438cca05a146",null,"F1155B","10",null,"2015-02-07 00:00:00"
"9651e004-d8c9-1004-8a97-438cca05a146",null,"F1155B","60",null,"2015-02-07 00:00:00"
"965318e8-d8c9-1004-8a97-438cca05a146",null,"F1156","10",null,"2015-02-07 00:00:00"
"965318e8-d8c9-1004-8a97-438cca05a146",null,"F1156","60",null,"2015-02-07 00:00:00"
"96540348-d8c9-1004-8a97-438cca05a146",null,"F1113","10",null,"2015-02-07 00:00:00"
"96540348-d8c9-1004-8a97-438cca05a146",null,"F1113","60",null,"2015-02-07 00:00:00"
"9654faf0-d8c9-1004-8a97-438cca05a146",null,"F1112","10",null,"2015-02-07 00:00:00"
"9654faf0-d8c9-1004-8a97-438cca05a146",null,"F1112","60",null,"2015-02-07 00:00:00"
"965611d8-d8c9-1004-8a97-438cca05a146",null,"MSP01-g","10",null,"2015-02-07 00:00:00"
"965611d8-d8c9-1004-8a97-438cca05a146",null,"MSP01-g","60",null,"2015-02-07 00:00:00"
"9656d528-d8c9-1004-8a97-438cca05a146",null,"F1026W","10",null,"2015-02-07 00:00:00"
"9656d528-d8c9-1004-8a97-438cca05a146",null,"F1026W","60",null,"2015-02-07 00:00:00"
"9657e5d0-d8c9-1004-8a97-438cca05a146",null,"F997W","10",null,"2015-02-07 00:00:00"
"9657e5d0-d8c9-1004-8a97-438cca05a146",null,"F997W","60",null,"2015-02-07 00:00:00"
"9658a72c-d8c9-1004-8a97-438cca05a146",null,"F997S","10",null,"2015-02-07 00:00:00"
"9658a72c-d8c9-1004-8a97-438cca05a146",null,"F997S","60",null,"2015-02-07 00:00:00"
"965999c0-d8c9-1004-8a97-438cca05a146",null,"F997RP","10",null,"2015-02-07 00:00:00"
"965999c0-d8c9-1004-8a97-438cca05a146",null,"F997RP","60",null,"2015-02-07 00:00:00"
"965ab0a8-d8c9-1004-8a97-438cca05a146",null,"F997R","10",null,"2015-02-07 00:00:00"
"965ab0a8-d8c9-1004-8a97-438cca05a146",null,"F997R","60",null,"2015-02-07 00:00:00"
"965bd85c-d8c9-1004-8a97-438cca05a146",null,"F997LY","10",null,"2015-02-07 00:00:00"
"965bd85c-d8c9-1004-8a97-438cca05a146",null,"F997LY","60",null,"2015-02-07 00:00:00"
"965ce260-d8c9-1004-8a97-438cca05a146",null,"F997B","10",null,"2015-02-07 00:00:00"
"965ce260-d8c9-1004-8a97-438cca05a146",null,"F997B","60",null,"2015-02-07 00:00:00"
"965d8094-d8c9-1004-8a97-438cca05a146",null,"F996Y","10",null,"2015-02-07 00:00:00"
"965d8094-d8c9-1004-8a97-438cca05a146",null,"F996Y","60",null,"2015-02-07 00:00:00"
"965e3e6c-d8c9-1004-8a97-438cca05a146",null,"F996W","10",null,"2015-02-07 00:00:00"
"965e3e6c-d8c9-1004-8a97-438cca05a146",null,"F996W","60",null,"2015-02-07 00:00:00"
"965edca0-d8c9-1004-8a97-438cca05a146",null,"F996S","10",null,"2015-02-07 00:00:00"
"965edca0-d8c9-1004-8a97-438cca05a146",null,"F996S","60",null,"2015-02-07 00:00:00"
"965fd3e4-d8c9-1004-8a97-438cca05a146",null,"F996P","10",null,"2015-02-07 00:00:00"
"965fd3e4-d8c9-1004-8a97-438cca05a146",null,"F996P","60",null,"2015-02-07 00:00:00"
"96609734-d8c9-1004-8a97-438cca05a146",null,"F996BL","10",null,"2015-02-07 00:00:00"
"96609734-d8c9-1004-8a97-438cca05a146",null,"F996BL","60",null,"2015-02-07 00:00:00"
"9661d7e8-d8c9-1004-8a97-438cca05a146",null,"F996B","10",null,"2015-02-07 00:00:00"
"9661d7e8-d8c9-1004-8a97-438cca05a146",null,"F996B","60",null,"2015-02-07 00:00:00"
"9662c43c-d8c9-1004-8a97-438cca05a146",null,"F906","10",null,"2015-02-07 00:00:00"
"9662c43c-d8c9-1004-8a97-438cca05a146",null,"F906","60",null,"2015-02-07 00:00:00"
"9663125c-d8c9-1004-8a97-438cca05a146",null,"F885","10",null,"2015-02-07 00:00:00"
"9663125c-d8c9-1004-8a97-438cca05a146",null,"F885","60",null,"2015-02-07 00:00:00"
"9663fcbc-d8c9-1004-8a97-438cca05a146",null,"F884","10",null,"2015-02-07 00:00:00"
"9663fcbc-d8c9-1004-8a97-438cca05a146",null,"F884","60",null,"2015-02-07 00:00:00"
"9665e8ec-d8c9-1004-8a97-438cca05a146",null,"F189","13",null,"2015-02-07 00:00:00"
"9665e8ec-d8c9-1004-8a97-438cca05a146",null,"F189","37",null,"2015-02-07 00:00:00"
"9665e8ec-d8c9-1004-8a97-438cca05a146",null,"F189","168",null,"2015-02-07 00:00:00"
"9667293c-d8c9-1004-8a97-438cca05a146",null,"F878B","10",null,"2015-02-07 00:00:00"
"9667293c-d8c9-1004-8a97-438cca05a146",null,"F878B","61",null,"2015-02-07 00:00:00"
"9667ec8c-d8c9-1004-8a97-438cca05a146",null,"F175","10",null,"2015-02-07 00:00:00"
"9667ec8c-d8c9-1004-8a97-438cca05a146",null,"F175","60",null,"2015-02-07 00:00:00"
"9668b48c-d8c9-1004-8a97-438cca05a146",null,"F157","10",null,"2015-02-07 00:00:00"
"9668b48c-d8c9-1004-8a97-438cca05a146",null,"F157","61",null,"2015-02-07 00:00:00"
"966921ec-d8c9-1004-8a97-438cca05a146",null,"F118","10",null,"2015-02-07 00:00:00"
"966921ec-d8c9-1004-8a97-438cca05a146",null,"F118","60",null,"2015-02-07 00:00:00"
"9669a52c-d8c9-1004-8a97-438cca05a146",null,"F108","10",null,"2015-02-07 00:00:00"
"9669a52c-d8c9-1004-8a97-438cca05a146",null,"F108","60",null,"2015-02-07 00:00:00"
"966a128c-d8c9-1004-8a97-438cca05a146",null,"F105","10",null,"2015-02-07 00:00:00"
"966a128c-d8c9-1004-8a97-438cca05a146",null,"F105","60",null,"2015-02-07 00:00:00"
"966b5f5c-d8c9-1004-8a97-438cca05a146",null,"F98","10",null,"2015-02-07 00:00:00"
"966b5f5c-d8c9-1004-8a97-438cca05a146",null,"F98","60",null,"2015-02-07 00:00:00"
"966c49bc-d8c9-1004-8a97-438cca05a146",null,"F6","10",null,"2015-02-07 00:00:00"
"966c49bc-d8c9-1004-8a97-438cca05a146",null,"F6","60",null,"2015-02-07 00:00:00"
"966d0d0c-d8c9-1004-8a97-438cca05a146",null,"F3","10",null,"2015-02-07 00:00:00"
"966d0d0c-d8c9-1004-8a97-438cca05a146",null,"F3","60",null,"2015-02-07 00:00:00"
"966dd05c-d8c9-1004-8a97-438cca05a146",null,"F2","10",null,"2015-02-07 00:00:00"
"966dd05c-d8c9-1004-8a97-438cca05a146",null,"F2","60",null,"2015-02-07 00:00:00"
"966ebb20-d8c9-1004-8a97-438cca05a146",null,"F1","10",null,"2015-02-07 00:00:00"
"966ebb20-d8c9-1004-8a97-438cca05a146",null,"F1","60",null,"2015-02-07 00:00:00"
"966fa580-d8c9-1004-8a97-438cca05a146",null,"GAME099","10",null,"2015-02-07 00:00:00"
"966fa580-d8c9-1004-8a97-438cca05a146",null,"GAME099","60",null,"2015-02-07 00:00:00"
"967068d0-d8c9-1004-8a97-438cca05a146",null,"GAME089","10",null,"2015-02-07 00:00:00"
"967068d0-d8c9-1004-8a97-438cca05a146",null,"GAME089","60",null,"2015-02-07 00:00:00"
"96712c20-d8c9-1004-8a97-438cca05a146",null,"GAME086","10",null,"2015-02-07 00:00:00"
"96712c20-d8c9-1004-8a97-438cca05a146",null,"GAME086","23",null,"2015-02-07 00:00:00"
"96721680-d8c9-1004-8a97-438cca05a146",null,"GAME083","10",null,"2015-02-07 00:00:00"
"96721680-d8c9-1004-8a97-438cca05a146",null,"GAME083","60",null,"2015-02-07 00:00:00"
"96730270-d8c9-1004-8a97-438cca05a146",null,"GAME074","10",null,"2015-02-07 00:00:00"
"96730270-d8c9-1004-8a97-438cca05a146",null,"GAME074","60",null,"2015-02-07 00:00:00"
"9673c5c0-d8c9-1004-8a97-438cca05a146",null,"GAME062","10",null,"2015-02-07 00:00:00"
"9673c5c0-d8c9-1004-8a97-438cca05a146",null,"GAME062","60",null,"2015-02-07 00:00:00"
"9674b084-d8c9-1004-8a97-438cca05a146",null,"GAME061","10",null,"2015-02-07 00:00:00"
"9674b084-d8c9-1004-8a97-438cca05a146",null,"GAME061","60",null,"2015-02-07 00:00:00"
"967573d4-d8c9-1004-8a97-438cca05a146",null,"GAME056","10",null,"2015-02-07 00:00:00"
"967573d4-d8c9-1004-8a97-438cca05a146",null,"GAME056","60",null,"2015-02-07 00:00:00"
"96768544-d8c9-1004-8a97-438cca05a146",null,"GAME055","10",null,"2015-02-07 00:00:00"
"96768544-d8c9-1004-8a97-438cca05a146",null,"GAME055","60",null,"2015-02-07 00:00:00"
"96776fa4-d8c9-1004-8a97-438cca05a146",null,"GAME052","10",null,"2015-02-07 00:00:00"
"96776fa4-d8c9-1004-8a97-438cca05a146",null,"GAME052","60",null,"2015-02-07 00:00:00"
"96780be4-d8c9-1004-8a97-438cca05a146",null,"GAME050","10",null,"2015-02-07 00:00:00"
"96780be4-d8c9-1004-8a97-438cca05a146",null,"GAME050","60",null,"2015-02-07 00:00:00"
"9678f644-d8c9-1004-8a97-438cca05a146",null,"GAME049","10",null,"2015-02-07 00:00:00"
"9678f644-d8c9-1004-8a97-438cca05a146",null,"GAME049","60",null,"2015-02-07 00:00:00"
"9679e0a4-d8c9-1004-8a97-438cca05a146",null,"GAME048","10",null,"2015-02-07 00:00:00"
"9679e0a4-d8c9-1004-8a97-438cca05a146",null,"GAME048","60",null,"2015-02-07 00:00:00"
"967aa5e8-d8c9-1004-8a97-438cca05a146",null,"GAME047","10",null,"2015-02-07 00:00:00"
"967aa5e8-d8c9-1004-8a97-438cca05a146",null,"GAME047","60",null,"2015-02-07 00:00:00"
"967b6938-d8c9-1004-8a97-438cca05a146",null,"GAME046","10",null,"2015-02-07 00:00:00"
"967b6938-d8c9-1004-8a97-438cca05a146",null,"GAME046","60",null,"2015-02-07 00:00:00"
"967c2c88-d8c9-1004-8a97-438cca05a146",null,"GAME045","10",null,"2015-02-07 00:00:00"
"967c2c88-d8c9-1004-8a97-438cca05a146",null,"GAME045","60",null,"2015-02-07 00:00:00"
"967d16e8-d8c9-1004-8a97-438cca05a146",null,"GAME036","10",null,"2015-02-07 00:00:00"
"967d16e8-d8c9-1004-8a97-438cca05a146",null,"GAME036","60",null,"2015-02-07 00:00:00"
"967e0148-d8c9-1004-8a97-438cca05a146",null,"GAME037","10",null,"2015-02-07 00:00:00"
"967e0148-d8c9-1004-8a97-438cca05a146",null,"GAME037","60",null,"2015-02-07 00:00:00"
"967ec498-d8c9-1004-8a97-438cca05a146",null,"GAME035","10",null,"2015-02-07 00:00:00"
"967ec498-d8c9-1004-8a97-438cca05a146",null,"GAME035","60",null,"2015-02-07 00:00:00"
"967faef8-d8c9-1004-8a97-438cca05a146",null,"GAME033","10",null,"2015-02-07 00:00:00"
"967faef8-d8c9-1004-8a97-438cca05a146",null,"GAME033","60",null,"2015-02-07 00:00:00"
"9680c0cc-d8c9-1004-8a97-438cca05a146",null,"MSP02-s","10",null,"2015-02-07 00:00:00"
"9680c0cc-d8c9-1004-8a97-438cca05a146",null,"MSP02-s","60",null,"2015-02-07 00:00:00"
"9681841c-d8c9-1004-8a97-438cca05a146",null,"GAME030","10",null,"2015-02-07 00:00:00"
"9681841c-d8c9-1004-8a97-438cca05a146",null,"GAME030","60",null,"2015-02-07 00:00:00"
"9682476c-d8c9-1004-8a97-438cca05a146",null,"GAME028","10",null,"2015-02-07 00:00:00"
"9682476c-d8c9-1004-8a97-438cca05a146",null,"GAME028","60",null,"2015-02-07 00:00:00"
"96830abc-d8c9-1004-8a97-438cca05a146",null,"GAME026","10",null,"2015-02-07 00:00:00"
"96830abc-d8c9-1004-8a97-438cca05a146",null,"GAME026","60",null,"2015-02-07 00:00:00"
"9683f51c-d8c9-1004-8a97-438cca05a146",null,"GAME022","10",null,"2015-02-07 00:00:00"
"9683f51c-d8c9-1004-8a97-438cca05a146",null,"GAME022","60",null,"2015-02-07 00:00:00"
"9684b86c-d8c9-1004-8a97-438cca05a146",null,"GAME021","10",null,"2015-02-07 00:00:00"
"9684b86c-d8c9-1004-8a97-438cca05a146",null,"GAME021","60",null,"2015-02-07 00:00:00"
"96857bbc-d8c9-1004-8a97-438cca05a146",null,"GAME019","10",null,"2015-02-07 00:00:00"
"96857bbc-d8c9-1004-8a97-438cca05a146",null,"GAME019","60",null,"2015-02-07 00:00:00"
"96863f0c-d8c9-1004-8a97-438cca05a146",null,"GAME018","10",null,"2015-02-07 00:00:00"
"96863f0c-d8c9-1004-8a97-438cca05a146",null,"GAME018","60",null,"2015-02-07 00:00:00"
"968729d0-d8c9-1004-8a97-438cca05a146",null,"GAME016","10",null,"2015-02-07 00:00:00"
"968729d0-d8c9-1004-8a97-438cca05a146",null,"GAME016","60",null,"2015-02-07 00:00:00"
"9687ed20-d8c9-1004-8a97-438cca05a146",null,"GAME006","10",null,"2015-02-07 00:00:00"
"9687ed20-d8c9-1004-8a97-438cca05a146",null,"GAME006","61",null,"2015-02-07 00:00:00"
"9688d780-d8c9-1004-8a97-438cca05a146",null,"KH002","10",null,"2015-02-07 00:00:00"
"9688d780-d8c9-1004-8a97-438cca05a146",null,"KH002","61",null,"2015-02-07 00:00:00"
"96899ad0-d8c9-1004-8a97-438cca05a146",null,"PSP-BP01","10",null,"2015-02-07 00:00:00"
"96899ad0-d8c9-1004-8a97-438cca05a146",null,"PSP-BP01","60",null,"2015-02-07 00:00:00"
"968a8530-d8c9-1004-8a97-438cca05a146",null,"F1178W","10",null,"2015-02-07 00:00:00"
"968a8530-d8c9-1004-8a97-438cca05a146",null,"F1178W","131",null,"2015-02-07 00:00:00"
"968b96a0-d8c9-1004-8a97-438cca05a146",null,"F1179","10",null,"2015-02-07 00:00:00"
"968b96a0-d8c9-1004-8a97-438cca05a146",null,"F1179","131",null,"2015-02-07 00:00:00"
"968c59f0-d8c9-1004-8a97-438cca05a146",null,"F1178B","10",null,"2015-02-07 00:00:00"
"968c59f0-d8c9-1004-8a97-438cca05a146",null,"F1178B","131",null,"2015-02-07 00:00:00"
"968d1da4-d8c9-1004-8a97-438cca05a146",null,"F1177W","10",null,"2015-02-07 00:00:00"
"968d1da4-d8c9-1004-8a97-438cca05a146",null,"F1177W","131",null,"2015-02-07 00:00:00"
"968de0f4-d8c9-1004-8a97-438cca05a146",null,"F1177B","10",null,"2015-02-07 00:00:00"
"968de0f4-d8c9-1004-8a97-438cca05a146",null,"F1177B","131",null,"2015-02-07 00:00:00"
"968ed7d4-d8c9-1004-8a97-438cca05a146",null,"F1154","10",null,"2015-02-07 00:00:00"
"968ed7d4-d8c9-1004-8a97-438cca05a146",null,"F1154","131",null,"2015-02-07 00:00:00"
"968fc61c-d8c9-1004-8a97-438cca05a146",null,"F1153","131",null,"2015-02-07 00:00:00"
"9690896c-d8c9-1004-8a97-438cca05a146",null,"F1152W","131",null,"2015-02-07 00:00:00"
"96914bf4-d8c9-1004-8a97-438cca05a146",null,"F1152B","131",null,"2015-02-07 00:00:00"
"96920b5c-d8c9-1004-8a97-438cca05a146",null,"F1151S","131",null,"2015-02-07 00:00:00"
"9692cac4-d8c9-1004-8a97-438cca05a146",null,"F1151B","10",null,"2015-02-07 00:00:00"
"9692cac4-d8c9-1004-8a97-438cca05a146",null,"F1151B","131",null,"2015-02-07 00:00:00"
"96938a2c-d8c9-1004-8a97-438cca05a146",null,"F1150","10",null,"2015-02-07 00:00:00"
"96938a2c-d8c9-1004-8a97-438cca05a146",null,"F1150","131",null,"2015-02-07 00:00:00"
"9694793c-d8c9-1004-8a97-438cca05a146",null,"F1149","10",null,"2015-02-07 00:00:00"
"9694793c-d8c9-1004-8a97-438cca05a146",null,"F1149","131",null,"2015-02-07 00:00:00"
"969626ec-d8c9-1004-8a97-438cca05a146",null,"F1147","131",null,"2015-02-07 00:00:00"
"9697114c-d8c9-1004-8a97-438cca05a146",null,"F1135","10",null,"2015-02-07 00:00:00"
"9697114c-d8c9-1004-8a97-438cca05a146",null,"F1135","131",null,"2015-02-07 00:00:00"
"9697d49c-d8c9-1004-8a97-438cca05a146",null,"F1134B","10",null,"2015-02-07 00:00:00"
"9697d49c-d8c9-1004-8a97-438cca05a146",null,"F1134B","131",null,"2015-02-07 00:00:00"
"969897ec-d8c9-1004-8a97-438cca05a146",null,"F1133","10",null,"2015-02-07 00:00:00"
"969897ec-d8c9-1004-8a97-438cca05a146",null,"F1133","131",null,"2015-02-07 00:00:00"
"969982b0-d8c9-1004-8a97-438cca05a146",null,"F1131B","10",null,"2015-02-07 00:00:00"
"969982b0-d8c9-1004-8a97-438cca05a146",null,"F1131B","131",null,"2015-02-07 00:00:00"
"969a4600-d8c9-1004-8a97-438cca05a146",null,"F1235","10",null,"2015-02-07 00:00:00"
"969a4600-d8c9-1004-8a97-438cca05a146",null,"F1235","62",null,"2015-02-07 00:00:00"
"969b3060-d8c9-1004-8a97-438cca05a146",null,"F1221R","10",null,"2015-02-07 00:00:00"
"969b3060-d8c9-1004-8a97-438cca05a146",null,"F1221R","62",null,"2015-02-07 00:00:00"
"969bcca0-d8c9-1004-8a97-438cca05a146",null,"F1221BL","10",null,"2015-02-07 00:00:00"
"969bcca0-d8c9-1004-8a97-438cca05a146",null,"F1221BL","62",null,"2015-02-07 00:00:00"
"969cb700-d8c9-1004-8a97-438cca05a146",null,"F1221B","10",null,"2015-02-07 00:00:00"
"969cb700-d8c9-1004-8a97-438cca05a146",null,"F1221B","62",null,"2015-02-07 00:00:00"
"969d7a50-d8c9-1004-8a97-438cca05a146",null,"F1207","10",null,"2015-02-07 00:00:00"
"969d7a50-d8c9-1004-8a97-438cca05a146",null,"F1207","62",null,"2015-02-07 00:00:00"
"969e64b0-d8c9-1004-8a97-438cca05a146",null,"F1189","10",null,"2015-02-07 00:00:00"
"969e64b0-d8c9-1004-8a97-438cca05a146",null,"F1189","62",null,"2015-02-07 00:00:00"
"969f28c8-d8c9-1004-8a97-438cca05a146",null,"F1118B","10",null,"2015-02-07 00:00:00"
"969f28c8-d8c9-1004-8a97-438cca05a146",null,"F1118B","62",null,"2015-02-07 00:00:00"
"96a01328-d8c9-1004-8a97-438cca05a146",null,"F1116","10",null,"2015-02-07 00:00:00"
"96a01328-d8c9-1004-8a97-438cca05a146",null,"F1116","62",null,"2015-02-07 00:00:00"
"96a0fd88-d8c9-1004-8a97-438cca05a146",null,"F1075B","10",null,"2015-02-07 00:00:00"
"96a0fd88-d8c9-1004-8a97-438cca05a146",null,"F1075B","62",null,"2015-02-07 00:00:00"
"96a1c0d8-d8c9-1004-8a97-438cca05a146",null,"F1101W","10",null,"2015-02-07 00:00:00"
"96a1c0d8-d8c9-1004-8a97-438cca05a146",null,"F1101W","62",null,"2015-02-07 00:00:00"
"96a2ab38-d8c9-1004-8a97-438cca05a146",null,"F1101B","10",null,"2015-02-07 00:00:00"
"96a2ab38-d8c9-1004-8a97-438cca05a146",null,"F1101B","62",null,"2015-02-07 00:00:00"
"96a36e88-d8c9-1004-8a97-438cca05a146",null,"F991","10",null,"2015-02-07 00:00:00"
"96a36e88-d8c9-1004-8a97-438cca05a146",null,"F991","62",null,"2015-02-07 00:00:00"
"96a431d8-d8c9-1004-8a97-438cca05a146",null,"F990","10",null,"2015-02-07 00:00:00"
"96a431d8-d8c9-1004-8a97-438cca05a146",null,"F990","62",null,"2015-02-07 00:00:00"
"96a51c9c-d8c9-1004-8a97-438cca05a146",null,"F989","10",null,"2015-02-07 00:00:00"
"96a51c9c-d8c9-1004-8a97-438cca05a146",null,"F989","62",null,"2015-02-07 00:00:00"
"96a5dfec-d8c9-1004-8a97-438cca05a146",null,"F988","10",null,"2015-02-07 00:00:00"
"96a5dfec-d8c9-1004-8a97-438cca05a146",null,"F988","62",null,"2015-02-07 00:00:00"
"96a6a33c-d8c9-1004-8a97-438cca05a146",null,"F987","10",null,"2015-02-07 00:00:00"
"96a6a33c-d8c9-1004-8a97-438cca05a146",null,"F987","62",null,"2015-02-07 00:00:00"
"96a78d9c-d8c9-1004-8a97-438cca05a146",null,"F986","10",null,"2015-02-07 00:00:00"
"96a78d9c-d8c9-1004-8a97-438cca05a146",null,"F986","62",null,"2015-02-07 00:00:00"
"96a850ec-d8c9-1004-8a97-438cca05a146",null,"F985","10",null,"2015-02-07 00:00:00"
"96a850ec-d8c9-1004-8a97-438cca05a146",null,"F985","62",null,"2015-02-07 00:00:00"
"96a9143c-d8c9-1004-8a97-438cca05a146",null,"F984B","10",null,"2015-02-07 00:00:00"
"96a9143c-d8c9-1004-8a97-438cca05a146",null,"F984B","62",null,"2015-02-07 00:00:00"
"96a9fe9c-d8c9-1004-8a97-438cca05a146",null,"F983B","10",null,"2015-02-07 00:00:00"
"96a9fe9c-d8c9-1004-8a97-438cca05a146",null,"F983B","62",null,"2015-02-07 00:00:00"
"96aae8fc-d8c9-1004-8a97-438cca05a146",null,"F980B","10",null,"2015-02-07 00:00:00"
"96aae8fc-d8c9-1004-8a97-438cca05a146",null,"F980B","62",null,"2015-02-07 00:00:00"
"96abd35c-d8c9-1004-8a97-438cca05a146",null,"F899","10",null,"2015-02-07 00:00:00"
"96abd35c-d8c9-1004-8a97-438cca05a146",null,"F899","62",null,"2015-02-07 00:00:00"
"96ac96ac-d8c9-1004-8a97-438cca05a146",null,"F154R","10",null,"2015-02-07 00:00:00"
"96ac96ac-d8c9-1004-8a97-438cca05a146",null,"F154R","61",null,"2015-02-07 00:00:00"
"96ada81c-d8c9-1004-8a97-438cca05a146",null,"F923B","10",null,"2015-02-07 00:00:00"
"96ada81c-d8c9-1004-8a97-438cca05a146",null,"F923B","61",null,"2015-02-07 00:00:00"
"96ae6b6c-d8c9-1004-8a97-438cca05a146",null,"F205","10",null,"2015-02-07 00:00:00"
"96ae6b6c-d8c9-1004-8a97-438cca05a146",null,"F205","61",null,"2015-02-07 00:00:00"
"96af2ebc-d8c9-1004-8a97-438cca05a146",null,"F153","10",null,"2015-02-07 00:00:00"
"96af2ebc-d8c9-1004-8a97-438cca05a146",null,"F153","61",null,"2015-02-07 00:00:00"
"96aff20c-d8c9-1004-8a97-438cca05a146",null,"F154","10",null,"2015-02-07 00:00:00"
"96aff20c-d8c9-1004-8a97-438cca05a146",null,"F154","61",null,"2015-02-07 00:00:00"
"96b1037c-d8c9-1004-8a97-438cca05a146",null,"F137","10",null,"2015-02-07 00:00:00"
"96b1037c-d8c9-1004-8a97-438cca05a146",null,"F137","61",null,"2015-02-07 00:00:00"
"96b1c730-d8c9-1004-8a97-438cca05a146",null,"F134","10",null,"2015-02-07 00:00:00"
"96b1c730-d8c9-1004-8a97-438cca05a146",null,"F134","13",null,"2015-02-07 00:00:00"
"96b1c730-d8c9-1004-8a97-438cca05a146",null,"F134","61",null,"2015-02-07 00:00:00"
"96b1c730-d8c9-1004-8a97-438cca05a146",null,"F134","178",null,"2015-02-07 00:00:00"
"96b1c730-d8c9-1004-8a97-438cca05a146",null,"F134","179",null,"2015-02-07 00:00:00"
"96b28a80-d8c9-1004-8a97-438cca05a146",null,"F138","10",null,"2015-02-07 00:00:00"
"96b28a80-d8c9-1004-8a97-438cca05a146",null,"F138","61",null,"2015-02-07 00:00:00"
"96b374e0-d8c9-1004-8a97-438cca05a146",null,"F139","10",null,"2015-02-07 00:00:00"
"96b374e0-d8c9-1004-8a97-438cca05a146",null,"F139","61",null,"2015-02-07 00:00:00"
"96b48650-d8c9-1004-8a97-438cca05a146",null,"GAME097","10",null,"2015-02-07 00:00:00"
"96b48650-d8c9-1004-8a97-438cca05a146",null,"GAME097","61",null,"2015-02-07 00:00:00"
"96b5bed0-d8c9-1004-8a97-438cca05a146",null,"GAME075","10",null,"2015-02-07 00:00:00"
"96b5bed0-d8c9-1004-8a97-438cca05a146",null,"GAME075","61",null,"2015-02-07 00:00:00"
"96b6a930-d8c9-1004-8a97-438cca05a146",null,"GAME072","10",null,"2015-02-07 00:00:00"
"96b6a930-d8c9-1004-8a97-438cca05a146",null,"GAME072","61",null,"2015-02-07 00:00:00"
"96b76c80-d8c9-1004-8a97-438cca05a146",null,"GAME060","10",null,"2015-02-07 00:00:00"
"96b76c80-d8c9-1004-8a97-438cca05a146",null,"GAME060","61",null,"2015-02-07 00:00:00"
"96b82fd0-d8c9-1004-8a97-438cca05a146",null,"GAME044","10",null,"2015-02-07 00:00:00"
"96b82fd0-d8c9-1004-8a97-438cca05a146",null,"GAME044","61",null,"2015-02-07 00:00:00"
"96b91a30-d8c9-1004-8a97-438cca05a146",null,"Game027","10",null,"2015-02-07 00:00:00"
"96b91a30-d8c9-1004-8a97-438cca05a146",null,"Game027","61",null,"2015-02-07 00:00:00"
"96b9dd80-d8c9-1004-8a97-438cca05a146",null,"GAME007","10",null,"2015-02-07 00:00:00"
"96b9dd80-d8c9-1004-8a97-438cca05a146",null,"GAME007","61",null,"2015-02-07 00:00:00"
"96baa0d0-d8c9-1004-8a97-438cca05a146",null,"KH001","10",null,"2015-02-07 00:00:00"
"96baa0d0-d8c9-1004-8a97-438cca05a146",null,"KH001","61",null,"2015-02-07 00:00:00"
"96bb8b30-d8c9-1004-8a97-438cca05a146",null,"SCPH-10020","10",null,"2015-02-07 00:00:00"
"96bb8b30-d8c9-1004-8a97-438cca05a146",null,"SCPH-10020","61",null,"2015-02-07 00:00:00"
"96bc4ee4-d8c9-1004-8a97-438cca05a146",null,"F107B","10",null,"2015-02-07 00:00:00"
"96bc4ee4-d8c9-1004-8a97-438cca05a146",null,"F107B","59",null,"2015-02-07 00:00:00"
"96bd3944-d8c9-1004-8a97-438cca05a146",null,"F1258","10",null,"2015-02-07 00:00:00"
"96bd3944-d8c9-1004-8a97-438cca05a146",null,"F1258","59",null,"2015-02-07 00:00:00"
