"clistingid","ilanguageid","csku","icategory","ccreateuser","dcreatedate"
"98e75664-d8c9-1004-8a97-438cca05a146",null,"PA918B","53",null,"2015-02-07 00:00:00"
"98e75664-d8c9-1004-8a97-438cca05a146",null,"PA918B","351",null,"2015-02-07 00:00:00"
"98e840c4-d8c9-1004-8a97-438cca05a146",null,"PA913W","49",null,"2015-02-07 00:00:00"
"98e840c4-d8c9-1004-8a97-438cca05a146",null,"PA913W","53",null,"2015-02-07 00:00:00"
"98e840c4-d8c9-1004-8a97-438cca05a146",null,"PA913W","351",null,"2015-02-07 00:00:00"
"98e90414-d8c9-1004-8a97-438cca05a146",null,"PA913R","49",null,"2015-02-07 00:00:00"
"98e90414-d8c9-1004-8a97-438cca05a146",null,"PA913R","53",null,"2015-02-07 00:00:00"
"98e90414-d8c9-1004-8a97-438cca05a146",null,"PA913R","351",null,"2015-02-07 00:00:00"
"98e9c764-d8c9-1004-8a97-438cca05a146",null,"PA913GR","49",null,"2015-02-07 00:00:00"
"98e9c764-d8c9-1004-8a97-438cca05a146",null,"PA913GR","53",null,"2015-02-07 00:00:00"
"98e9c764-d8c9-1004-8a97-438cca05a146",null,"PA913GR","351",null,"2015-02-07 00:00:00"
"98ea8ab4-d8c9-1004-8a97-438cca05a146",null,"PA913B","49",null,"2015-02-07 00:00:00"
"98ea8ab4-d8c9-1004-8a97-438cca05a146",null,"PA913B","53",null,"2015-02-07 00:00:00"
"98eb4e68-d8c9-1004-8a97-438cca05a146",null,"PA912B","49",null,"2015-02-07 00:00:00"
"98eb4e68-d8c9-1004-8a97-438cca05a146",null,"PA912B","53",null,"2015-02-07 00:00:00"
"98eb4e68-d8c9-1004-8a97-438cca05a146",null,"PA912B","351",null,"2015-02-07 00:00:00"
"98ebeaa8-d8c9-1004-8a97-438cca05a146",null,"PA1107","49",null,"2015-02-07 00:00:00"
"98ebeaa8-d8c9-1004-8a97-438cca05a146",null,"PA1107","140",null,"2015-02-07 00:00:00"
"98ebeaa8-d8c9-1004-8a97-438cca05a146",null,"PA1107","351",null,"2015-02-07 00:00:00"
"98ecadf8-d8c9-1004-8a97-438cca05a146",null,"PA1012Y","49",null,"2015-02-07 00:00:00"
"98ecadf8-d8c9-1004-8a97-438cca05a146",null,"PA1012Y","140",null,"2015-02-07 00:00:00"
"98ed9858-d8c9-1004-8a97-438cca05a146",null,"PA111-W","49",null,"2015-02-07 00:00:00"
"98ed9858-d8c9-1004-8a97-438cca05a146",null,"PA111-W","53",null,"2015-02-07 00:00:00"
"98ed9858-d8c9-1004-8a97-438cca05a146",null,"PA111-W","140",null,"2015-02-07 00:00:00"
"98eed0d8-d8c9-1004-8a97-438cca05a146",null,"PA1088Y","49",null,"2015-02-07 00:00:00"
"98eed0d8-d8c9-1004-8a97-438cca05a146",null,"PA1088Y","53",null,"2015-02-07 00:00:00"
"98eed0d8-d8c9-1004-8a97-438cca05a146",null,"PA1088Y","140",null,"2015-02-07 00:00:00"
"98ef9428-d8c9-1004-8a97-438cca05a146",null,"PA1088S","49",null,"2015-02-07 00:00:00"
"98ef9428-d8c9-1004-8a97-438cca05a146",null,"PA1088S","53",null,"2015-02-07 00:00:00"
"98ef9428-d8c9-1004-8a97-438cca05a146",null,"PA1088S","140",null,"2015-02-07 00:00:00"
"98f05778-d8c9-1004-8a97-438cca05a146",null,"PA1088RP","49",null,"2015-02-07 00:00:00"
"98f05778-d8c9-1004-8a97-438cca05a146",null,"PA1088RP","53",null,"2015-02-07 00:00:00"
"98f05778-d8c9-1004-8a97-438cca05a146",null,"PA1088RP","140",null,"2015-02-07 00:00:00"
"98f11b2c-d8c9-1004-8a97-438cca05a146",null,"PA1088R","49",null,"2015-02-07 00:00:00"
"98f11b2c-d8c9-1004-8a97-438cca05a146",null,"PA1088R","53",null,"2015-02-07 00:00:00"
"98f11b2c-d8c9-1004-8a97-438cca05a146",null,"PA1088R","140",null,"2015-02-07 00:00:00"
"98f2058c-d8c9-1004-8a97-438cca05a146",null,"PA1088GR","49",null,"2015-02-07 00:00:00"
"98f2058c-d8c9-1004-8a97-438cca05a146",null,"PA1088GR","53",null,"2015-02-07 00:00:00"
"98f2058c-d8c9-1004-8a97-438cca05a146",null,"PA1088GR","140",null,"2015-02-07 00:00:00"
"98f2c8dc-d8c9-1004-8a97-438cca05a146",null,"PA1088DBL","49",null,"2015-02-07 00:00:00"
"98f2c8dc-d8c9-1004-8a97-438cca05a146",null,"PA1088DBL","53",null,"2015-02-07 00:00:00"
"98f2c8dc-d8c9-1004-8a97-438cca05a146",null,"PA1088DBL","140",null,"2015-02-07 00:00:00"
"98f38c2c-d8c9-1004-8a97-438cca05a146",null,"PA1088B","49",null,"2015-02-07 00:00:00"
"98f38c2c-d8c9-1004-8a97-438cca05a146",null,"PA1088B","53",null,"2015-02-07 00:00:00"
"98f38c2c-d8c9-1004-8a97-438cca05a146",null,"PA1088B","140",null,"2015-02-07 00:00:00"
"98f4286c-d8c9-1004-8a97-438cca05a146",null,"PA1088P","49",null,"2015-02-07 00:00:00"
"98f4286c-d8c9-1004-8a97-438cca05a146",null,"PA1088P","53",null,"2015-02-07 00:00:00"
"98f4286c-d8c9-1004-8a97-438cca05a146",null,"PA1088P","140",null,"2015-02-07 00:00:00"
"98f4ebbc-d8c9-1004-8a97-438cca05a146",null,"PA1086","49",null,"2015-02-07 00:00:00"
"98f4ebbc-d8c9-1004-8a97-438cca05a146",null,"PA1086","140",null,"2015-02-07 00:00:00"
"98f5af0c-d8c9-1004-8a97-438cca05a146",null,"PA395WUS","49",null,"2015-02-07 00:00:00"
"98f5af0c-d8c9-1004-8a97-438cca05a146",null,"PA395WUS","351",null,"2015-02-07 00:00:00"
"98f6725c-d8c9-1004-8a97-438cca05a146",null,"PA1012W","49",null,"2015-02-07 00:00:00"
"98f6725c-d8c9-1004-8a97-438cca05a146",null,"PA1012W","54",null,"2015-02-07 00:00:00"
"98f6725c-d8c9-1004-8a97-438cca05a146",null,"PA1012W","140",null,"2015-02-07 00:00:00"
"98f6725c-d8c9-1004-8a97-438cca05a146",null,"PA1012W","351",null,"2015-02-07 00:00:00"
"98f75cbc-d8c9-1004-8a97-438cca05a146",null,"PA1012B","140",null,"2015-02-07 00:00:00"
"98f75cbc-d8c9-1004-8a97-438cca05a146",null,"PA1012B","351",null,"2015-02-07 00:00:00"
"98f8200c-d8c9-1004-8a97-438cca05a146",null,"PA1019","49",null,"2015-02-07 00:00:00"
"98f8200c-d8c9-1004-8a97-438cca05a146",null,"PA1019","140",null,"2015-02-07 00:00:00"
"98f8200c-d8c9-1004-8a97-438cca05a146",null,"PA1019","351",null,"2015-02-07 00:00:00"
"98f8e35c-d8c9-1004-8a97-438cca05a146",null,"PA975T","49",null,"2015-02-07 00:00:00"
"98f8e35c-d8c9-1004-8a97-438cca05a146",null,"PA975T","140",null,"2015-02-07 00:00:00"
"98f9a6ac-d8c9-1004-8a97-438cca05a146",null,"PA1002W","49",null,"2015-02-07 00:00:00"
"98f9a6ac-d8c9-1004-8a97-438cca05a146",null,"PA1002W","53",null,"2015-02-07 00:00:00"
"98f9a6ac-d8c9-1004-8a97-438cca05a146",null,"PA1002W","140",null,"2015-02-07 00:00:00"
"98fa42ec-d8c9-1004-8a97-438cca05a146",null,"PA1002S","49",null,"2015-02-07 00:00:00"
"98fa42ec-d8c9-1004-8a97-438cca05a146",null,"PA1002S","53",null,"2015-02-07 00:00:00"
"98fa42ec-d8c9-1004-8a97-438cca05a146",null,"PA1002S","140",null,"2015-02-07 00:00:00"
"98fb063c-d8c9-1004-8a97-438cca05a146",null,"PA1002RP","49",null,"2015-02-07 00:00:00"
"98fb063c-d8c9-1004-8a97-438cca05a146",null,"PA1002RP","53",null,"2015-02-07 00:00:00"
"98fb063c-d8c9-1004-8a97-438cca05a146",null,"PA1002RP","140",null,"2015-02-07 00:00:00"
"98fbf09c-d8c9-1004-8a97-438cca05a146",null,"PA1002R","49",null,"2015-02-07 00:00:00"
"98fbf09c-d8c9-1004-8a97-438cca05a146",null,"PA1002R","53",null,"2015-02-07 00:00:00"
"98fbf09c-d8c9-1004-8a97-438cca05a146",null,"PA1002R","140",null,"2015-02-07 00:00:00"
"98fcb3ec-d8c9-1004-8a97-438cca05a146",null,"PA1002P","49",null,"2015-02-07 00:00:00"
"98fcb3ec-d8c9-1004-8a97-438cca05a146",null,"PA1002P","53",null,"2015-02-07 00:00:00"
"98fcb3ec-d8c9-1004-8a97-438cca05a146",null,"PA1002P","140",null,"2015-02-07 00:00:00"
"98fd7c50-d8c9-1004-8a97-438cca05a146",null,"PA1002GR","49",null,"2015-02-07 00:00:00"
"98fd7c50-d8c9-1004-8a97-438cca05a146",null,"PA1002GR","53",null,"2015-02-07 00:00:00"
"98fd7c50-d8c9-1004-8a97-438cca05a146",null,"PA1002GR","140",null,"2015-02-07 00:00:00"
"98fe4194-d8c9-1004-8a97-438cca05a146",null,"PA1002G","49",null,"2015-02-07 00:00:00"
"98fe4194-d8c9-1004-8a97-438cca05a146",null,"PA1002G","53",null,"2015-02-07 00:00:00"
"98fe4194-d8c9-1004-8a97-438cca05a146",null,"PA1002G","140",null,"2015-02-07 00:00:00"
"98ff05ac-d8c9-1004-8a97-438cca05a146",null,"PA1002DBL","49",null,"2015-02-07 00:00:00"
"98ff05ac-d8c9-1004-8a97-438cca05a146",null,"PA1002DBL","53",null,"2015-02-07 00:00:00"
"98ff05ac-d8c9-1004-8a97-438cca05a146",null,"PA1002DBL","140",null,"2015-02-07 00:00:00"
"98ffc8fc-d8c9-1004-8a97-438cca05a146",null,"PA1002BL","49",null,"2015-02-07 00:00:00"
"98ffc8fc-d8c9-1004-8a97-438cca05a146",null,"PA1002BL","53",null,"2015-02-07 00:00:00"
"98ffc8fc-d8c9-1004-8a97-438cca05a146",null,"PA1002BL","140",null,"2015-02-07 00:00:00"
"9900b35c-d8c9-1004-8a97-438cca05a146",null,"PA1002B","49",null,"2015-02-07 00:00:00"
"9900b35c-d8c9-1004-8a97-438cca05a146",null,"PA1002B","53",null,"2015-02-07 00:00:00"
"9900b35c-d8c9-1004-8a97-438cca05a146",null,"PA1002B","140",null,"2015-02-07 00:00:00"
"990176ac-d8c9-1004-8a97-438cca05a146",null,"PA1001","49",null,"2015-02-07 00:00:00"
"990176ac-d8c9-1004-8a97-438cca05a146",null,"PA1001","55",null,"2015-02-07 00:00:00"
"990176ac-d8c9-1004-8a97-438cca05a146",null,"PA1001","140",null,"2015-02-07 00:00:00"
"990176ac-d8c9-1004-8a97-438cca05a146",null,"PA1001","351",null,"2015-02-07 00:00:00"
"990212ec-d8c9-1004-8a97-438cca05a146",null,"PA987B","49",null,"2015-02-07 00:00:00"
"990212ec-d8c9-1004-8a97-438cca05a146",null,"PA987B","140",null,"2015-02-07 00:00:00"
"9902fd4c-d8c9-1004-8a97-438cca05a146",null,"PA986BR","49",null,"2015-02-07 00:00:00"
"9902fd4c-d8c9-1004-8a97-438cca05a146",null,"PA986BR","140",null,"2015-02-07 00:00:00"
"9903c09c-d8c9-1004-8a97-438cca05a146",null,"PA975","49",null,"2015-02-07 00:00:00"
"9903c09c-d8c9-1004-8a97-438cca05a146",null,"PA975","55",null,"2015-02-07 00:00:00"
"9903c09c-d8c9-1004-8a97-438cca05a146",null,"PA975","140",null,"2015-02-07 00:00:00"
"9903c09c-d8c9-1004-8a97-438cca05a146",null,"PA975","351",null,"2015-02-07 00:00:00"
"990483ec-d8c9-1004-8a97-438cca05a146",null,"PA916BL","49",null,"2015-02-07 00:00:00"
"990483ec-d8c9-1004-8a97-438cca05a146",null,"PA916BL","140",null,"2015-02-07 00:00:00"
"9905473c-d8c9-1004-8a97-438cca05a146",null,"PA902","49",null,"2015-02-07 00:00:00"
"9905473c-d8c9-1004-8a97-438cca05a146",null,"PA902","140",null,"2015-02-07 00:00:00"
"99060a8c-d8c9-1004-8a97-438cca05a146",null,"V196S","49",null,"2015-02-07 00:00:00"
"99060a8c-d8c9-1004-8a97-438cca05a146",null,"V196S","140",null,"2015-02-07 00:00:00"
"9906a6cc-d8c9-1004-8a97-438cca05a146",null,"V196GY","49",null,"2015-02-07 00:00:00"
"9906a6cc-d8c9-1004-8a97-438cca05a146",null,"V196GY","140",null,"2015-02-07 00:00:00"
"99076a1c-d8c9-1004-8a97-438cca05a146",null,"V196BR","49",null,"2015-02-07 00:00:00"
"99076a1c-d8c9-1004-8a97-438cca05a146",null,"V196BR","140",null,"2015-02-07 00:00:00"
"99082d6c-d8c9-1004-8a97-438cca05a146",null,"V196BL","49",null,"2015-02-07 00:00:00"
"99082d6c-d8c9-1004-8a97-438cca05a146",null,"V196BL","140",null,"2015-02-07 00:00:00"
"9908f0bc-d8c9-1004-8a97-438cca05a146",null,"PA889","49",null,"2015-02-07 00:00:00"
"9908f0bc-d8c9-1004-8a97-438cca05a146",null,"PA889","140",null,"2015-02-07 00:00:00"
"9909b40c-d8c9-1004-8a97-438cca05a146",null,"PA853","49",null,"2015-02-07 00:00:00"
"9909b40c-d8c9-1004-8a97-438cca05a146",null,"PA853","140",null,"2015-02-07 00:00:00"
"990a504c-d8c9-1004-8a97-438cca05a146",null,"PA821RP","49",null,"2015-02-07 00:00:00"
"990a504c-d8c9-1004-8a97-438cca05a146",null,"PA821RP","140",null,"2015-02-07 00:00:00"
"990b139c-d8c9-1004-8a97-438cca05a146",null,"PA820BL","49",null,"2015-02-07 00:00:00"
"990b139c-d8c9-1004-8a97-438cca05a146",null,"PA820BL","140",null,"2015-02-07 00:00:00"
"990bd6ec-d8c9-1004-8a97-438cca05a146",null,"PA820B","49",null,"2015-02-07 00:00:00"
"990bd6ec-d8c9-1004-8a97-438cca05a146",null,"PA820B","140",null,"2015-02-07 00:00:00"
"990c9a3c-d8c9-1004-8a97-438cca05a146",null,"PA821B","49",null,"2015-02-07 00:00:00"
"990c9a3c-d8c9-1004-8a97-438cca05a146",null,"PA821B","140",null,"2015-02-07 00:00:00"
"990d5d8c-d8c9-1004-8a97-438cca05a146",null,"PA753","49",null,"2015-02-07 00:00:00"
"990d5d8c-d8c9-1004-8a97-438cca05a146",null,"PA753","53",null,"2015-02-07 00:00:00"
"990d5d8c-d8c9-1004-8a97-438cca05a146",null,"PA753","140",null,"2015-02-07 00:00:00"
"990e20dc-d8c9-1004-8a97-438cca05a146",null,"PA750","49",null,"2015-02-07 00:00:00"
"990e20dc-d8c9-1004-8a97-438cca05a146",null,"PA750","140",null,"2015-02-07 00:00:00"
"990ebd1c-d8c9-1004-8a97-438cca05a146",null,"PA403","49",null,"2015-02-07 00:00:00"
"990ebd1c-d8c9-1004-8a97-438cca05a146",null,"PA403","140",null,"2015-02-07 00:00:00"
"990fa77c-d8c9-1004-8a97-438cca05a146",null,"PA401S","49",null,"2015-02-07 00:00:00"
"990fa77c-d8c9-1004-8a97-438cca05a146",null,"PA401S","53",null,"2015-02-07 00:00:00"
"990fa77c-d8c9-1004-8a97-438cca05a146",null,"PA401S","140",null,"2015-02-07 00:00:00"
"99106acc-d8c9-1004-8a97-438cca05a146",null,"PA401R","49",null,"2015-02-07 00:00:00"
"99106acc-d8c9-1004-8a97-438cca05a146",null,"PA401R","53",null,"2015-02-07 00:00:00"
"99106acc-d8c9-1004-8a97-438cca05a146",null,"PA401R","140",null,"2015-02-07 00:00:00"
"9911070c-d8c9-1004-8a97-438cca05a146",null,"PA401LY","49",null,"2015-02-07 00:00:00"
"9911070c-d8c9-1004-8a97-438cca05a146",null,"PA401LY","53",null,"2015-02-07 00:00:00"
"9911070c-d8c9-1004-8a97-438cca05a146",null,"PA401LY","140",null,"2015-02-07 00:00:00"
"9911ca5c-d8c9-1004-8a97-438cca05a146",null,"PA401GR","49",null,"2015-02-07 00:00:00"
"9911ca5c-d8c9-1004-8a97-438cca05a146",null,"PA401GR","53",null,"2015-02-07 00:00:00"
"9911ca5c-d8c9-1004-8a97-438cca05a146",null,"PA401GR","140",null,"2015-02-07 00:00:00"
"99128dac-d8c9-1004-8a97-438cca05a146",null,"PA401BL","49",null,"2015-02-07 00:00:00"
"99128dac-d8c9-1004-8a97-438cca05a146",null,"PA401BL","53",null,"2015-02-07 00:00:00"
"99128dac-d8c9-1004-8a97-438cca05a146",null,"PA401BL","140",null,"2015-02-07 00:00:00"
"991350fc-d8c9-1004-8a97-438cca05a146",null,"V112","49",null,"2015-02-07 00:00:00"
"991350fc-d8c9-1004-8a97-438cca05a146",null,"V112","140",null,"2015-02-07 00:00:00"
"9914144c-d8c9-1004-8a97-438cca05a146",null,"PA152","49",null,"2015-02-07 00:00:00"
"9914144c-d8c9-1004-8a97-438cca05a146",null,"PA152","140",null,"2015-02-07 00:00:00"
"9914d79c-d8c9-1004-8a97-438cca05a146",null,"PA151","49",null,"2015-02-07 00:00:00"
"9914d79c-d8c9-1004-8a97-438cca05a146",null,"PA151","140",null,"2015-02-07 00:00:00"
"991573dc-d8c9-1004-8a97-438cca05a146",null,"PA150","49",null,"2015-02-07 00:00:00"
"991573dc-d8c9-1004-8a97-438cca05a146",null,"PA150","140",null,"2015-02-07 00:00:00"
"99165e3c-d8c9-1004-8a97-438cca05a146",null,"PA143","49",null,"2015-02-07 00:00:00"
"99165e3c-d8c9-1004-8a97-438cca05a146",null,"PA143","54",null,"2015-02-07 00:00:00"
"99165e3c-d8c9-1004-8a97-438cca05a146",null,"PA143","140",null,"2015-02-07 00:00:00"
"99165e3c-d8c9-1004-8a97-438cca05a146",null,"PA143","351",null,"2015-02-07 00:00:00"
"9917218c-d8c9-1004-8a97-438cca05a146",null,"PA142","49",null,"2015-02-07 00:00:00"
"9917218c-d8c9-1004-8a97-438cca05a146",null,"PA142","140",null,"2015-02-07 00:00:00"
"9917218c-d8c9-1004-8a97-438cca05a146",null,"PA142","351",null,"2015-02-07 00:00:00"
"991832fc-d8c9-1004-8a97-438cca05a146",null,"PA141","49",null,"2015-02-07 00:00:00"
"991832fc-d8c9-1004-8a97-438cca05a146",null,"PA141","140",null,"2015-02-07 00:00:00"
"99191d5c-d8c9-1004-8a97-438cca05a146",null,"PA65W","140",null,"2015-02-07 00:00:00"
"99191d5c-d8c9-1004-8a97-438cca05a146",null,"PA65W","351",null,"2015-02-07 00:00:00"
"991a07bc-d8c9-1004-8a97-438cca05a146",null,"PA65B","49",null,"2015-02-07 00:00:00"
"991a07bc-d8c9-1004-8a97-438cca05a146",null,"PA65B","140",null,"2015-02-07 00:00:00"
"991a07bc-d8c9-1004-8a97-438cca05a146",null,"PA65B","351",null,"2015-02-07 00:00:00"
"991acb0c-d8c9-1004-8a97-438cca05a146",null,"PA64","49",null,"2015-02-07 00:00:00"
"991acb0c-d8c9-1004-8a97-438cca05a146",null,"PA64","140",null,"2015-02-07 00:00:00"
"991b8e5c-d8c9-1004-8a97-438cca05a146",null,"PA63","49",null,"2015-02-07 00:00:00"
"991b8e5c-d8c9-1004-8a97-438cca05a146",null,"PA63","140",null,"2015-02-07 00:00:00"
"991c51ac-d8c9-1004-8a97-438cca05a146",null,"PA3","49",null,"2015-02-07 00:00:00"
"991c51ac-d8c9-1004-8a97-438cca05a146",null,"PA3","140",null,"2015-02-07 00:00:00"
"991d14fc-d8c9-1004-8a97-438cca05a146",null,"TMSJ09","49",null,"2015-02-07 00:00:00"
"991d14fc-d8c9-1004-8a97-438cca05a146",null,"TMSJ09","140",null,"2015-02-07 00:00:00"
"991dd84c-d8c9-1004-8a97-438cca05a146",null,"AC010","49",null,"2015-02-07 00:00:00"
"991dd84c-d8c9-1004-8a97-438cca05a146",null,"AC010","140",null,"2015-02-07 00:00:00"
"991ec2ac-d8c9-1004-8a97-438cca05a146",null,"AC009","49",null,"2015-02-07 00:00:00"
"991ec2ac-d8c9-1004-8a97-438cca05a146",null,"AC009","140",null,"2015-02-07 00:00:00"
"991f5eec-d8c9-1004-8a97-438cca05a146",null,"AC008","49",null,"2015-02-07 00:00:00"
"991f5eec-d8c9-1004-8a97-438cca05a146",null,"AC008","54",null,"2015-02-07 00:00:00"
"991f5eec-d8c9-1004-8a97-438cca05a146",null,"AC008","140",null,"2015-02-07 00:00:00"
"9920223c-d8c9-1004-8a97-438cca05a146",null,"PA1033","49",null,"2015-02-07 00:00:00"
"9920223c-d8c9-1004-8a97-438cca05a146",null,"PA1033","54",null,"2015-02-07 00:00:00"
"9920e58c-d8c9-1004-8a97-438cca05a146",null,"PA866","10",null,"2015-02-07 00:00:00"
"9920e58c-d8c9-1004-8a97-438cca05a146",null,"PA866","22",null,"2015-02-07 00:00:00"
"9921a8dc-d8c9-1004-8a97-438cca05a146",null,"PA865","49",null,"2015-02-07 00:00:00"
"9921a8dc-d8c9-1004-8a97-438cca05a146",null,"PA865","54",null,"2015-02-07 00:00:00"
"99226c2c-d8c9-1004-8a97-438cca05a146",null,"PA864","49",null,"2015-02-07 00:00:00"
"99226c2c-d8c9-1004-8a97-438cca05a146",null,"PA864","54",null,"2015-02-07 00:00:00"
"99232f7c-d8c9-1004-8a97-438cca05a146",null,"PA863","49",null,"2015-02-07 00:00:00"
"99232f7c-d8c9-1004-8a97-438cca05a146",null,"PA863","54",null,"2015-02-07 00:00:00"
"9923f2cc-d8c9-1004-8a97-438cca05a146",null,"PA862","49",null,"2015-02-07 00:00:00"
"9923f2cc-d8c9-1004-8a97-438cca05a146",null,"PA862","54",null,"2015-02-07 00:00:00"
"9924b61c-d8c9-1004-8a97-438cca05a146",null,"PA859","49",null,"2015-02-07 00:00:00"
"9924b61c-d8c9-1004-8a97-438cca05a146",null,"PA859","54",null,"2015-02-07 00:00:00"
"9925525c-d8c9-1004-8a97-438cca05a146",null,"PA841","49",null,"2015-02-07 00:00:00"
"9925525c-d8c9-1004-8a97-438cca05a146",null,"PA841","54",null,"2015-02-07 00:00:00"
"9925525c-d8c9-1004-8a97-438cca05a146",null,"PA841","351",null,"2015-02-07 00:00:00"
"992615ac-d8c9-1004-8a97-438cca05a146",null,"PA842","49",null,"2015-02-07 00:00:00"
"992615ac-d8c9-1004-8a97-438cca05a146",null,"PA842","54",null,"2015-02-07 00:00:00"
"9926d8fc-d8c9-1004-8a97-438cca05a146",null,"PA257","49",null,"2015-02-07 00:00:00"
"9926d8fc-d8c9-1004-8a97-438cca05a146",null,"PA257","54",null,"2015-02-07 00:00:00"
"99279c4c-d8c9-1004-8a97-438cca05a146",null,"BL-5F","49",null,"2015-02-07 00:00:00"
"99279c4c-d8c9-1004-8a97-438cca05a146",null,"BL-5F","54",null,"2015-02-07 00:00:00"
"99285f9c-d8c9-1004-8a97-438cca05a146",null,"BST-37","49",null,"2015-02-07 00:00:00"
"99285f9c-d8c9-1004-8a97-438cca05a146",null,"BST-37","54",null,"2015-02-07 00:00:00"
"992922ec-d8c9-1004-8a97-438cca05a146",null,"BST-33","49",null,"2015-02-07 00:00:00"
"992922ec-d8c9-1004-8a97-438cca05a146",null,"BST-33","54",null,"2015-02-07 00:00:00"
"9929bf2c-d8c9-1004-8a97-438cca05a146",null,"BR50","49",null,"2015-02-07 00:00:00"
"9929bf2c-d8c9-1004-8a97-438cca05a146",null,"BR50","54",null,"2015-02-07 00:00:00"
"9929bf2c-d8c9-1004-8a97-438cca05a146",null,"BR50","351",null,"2015-02-07 00:00:00"
"992a827c-d8c9-1004-8a97-438cca05a146",null,"PA1011","49",null,"2015-02-07 00:00:00"
"992a827c-d8c9-1004-8a97-438cca05a146",null,"PA1011","54",null,"2015-02-07 00:00:00"
"992b45cc-d8c9-1004-8a97-438cca05a146",null,"PA1108US","49",null,"2015-02-07 00:00:00"
"992b45cc-d8c9-1004-8a97-438cca05a146",null,"PA1108US","54",null,"2015-02-07 00:00:00"
"992c091c-d8c9-1004-8a97-438cca05a146",null,"PA1108UK","49",null,"2015-02-07 00:00:00"
"992c091c-d8c9-1004-8a97-438cca05a146",null,"PA1108UK","54",null,"2015-02-07 00:00:00"
"992ccc6c-d8c9-1004-8a97-438cca05a146",null,"TMSJ02UK","49",null,"2015-02-07 00:00:00"
"992ccc6c-d8c9-1004-8a97-438cca05a146",null,"TMSJ02UK","54",null,"2015-02-07 00:00:00"
"992ccc6c-d8c9-1004-8a97-438cca05a146",null,"TMSJ02UK","351",null,"2015-02-07 00:00:00"
"992db6cc-d8c9-1004-8a97-438cca05a146",null,"PA1063","49",null,"2015-02-07 00:00:00"
"992db6cc-d8c9-1004-8a97-438cca05a146",null,"PA1063","54",null,"2015-02-07 00:00:00"
"992ea12c-d8c9-1004-8a97-438cca05a146",null,"PA1062","49",null,"2015-02-07 00:00:00"
"992ea12c-d8c9-1004-8a97-438cca05a146",null,"PA1062","54",null,"2015-02-07 00:00:00"
"992f8b8c-d8c9-1004-8a97-438cca05a146",null,"PA1061","49",null,"2015-02-07 00:00:00"
"992f8b8c-d8c9-1004-8a97-438cca05a146",null,"PA1061","54",null,"2015-02-07 00:00:00"
"992f8b8c-d8c9-1004-8a97-438cca05a146",null,"PA1061","351",null,"2015-02-07 00:00:00"
"99304edc-d8c9-1004-8a97-438cca05a146",null,"PA1060","49",null,"2015-02-07 00:00:00"
"99304edc-d8c9-1004-8a97-438cca05a146",null,"PA1060","54",null,"2015-02-07 00:00:00"
"99304edc-d8c9-1004-8a97-438cca05a146",null,"PA1060","351",null,"2015-02-07 00:00:00"
"9931122c-d8c9-1004-8a97-438cca05a146",null,"PA1059","49",null,"2015-02-07 00:00:00"
"9931122c-d8c9-1004-8a97-438cca05a146",null,"PA1059","54",null,"2015-02-07 00:00:00"
"9931fc8c-d8c9-1004-8a97-438cca05a146",null,"PA1047EU","49",null,"2015-02-07 00:00:00"
"9931fc8c-d8c9-1004-8a97-438cca05a146",null,"PA1047EU","54",null,"2015-02-07 00:00:00"
"9932bfdc-d8c9-1004-8a97-438cca05a146",null,"PA1047US","49",null,"2015-02-07 00:00:00"
"9932bfdc-d8c9-1004-8a97-438cca05a146",null,"PA1047US","54",null,"2015-02-07 00:00:00"
"9933832c-d8c9-1004-8a97-438cca05a146",null,"PA1047UK","49",null,"2015-02-07 00:00:00"
"9933832c-d8c9-1004-8a97-438cca05a146",null,"PA1047UK","54",null,"2015-02-07 00:00:00"
"9934467c-d8c9-1004-8a97-438cca05a146",null,"PA1046US","49",null,"2015-02-07 00:00:00"
"9934467c-d8c9-1004-8a97-438cca05a146",null,"PA1046US","54",null,"2015-02-07 00:00:00"
"9934e2bc-d8c9-1004-8a97-438cca05a146",null,"PA1046EU","49",null,"2015-02-07 00:00:00"
"9934e2bc-d8c9-1004-8a97-438cca05a146",null,"PA1046EU","54",null,"2015-02-07 00:00:00"
"9934e2bc-d8c9-1004-8a97-438cca05a146",null,"PA1046EU","351",null,"2015-02-07 00:00:00"
"9935cd1c-d8c9-1004-8a97-438cca05a146",null,"PA1046UK","49",null,"2015-02-07 00:00:00"
"9935cd1c-d8c9-1004-8a97-438cca05a146",null,"PA1046UK","54",null,"2015-02-07 00:00:00"
"9936b77c-d8c9-1004-8a97-438cca05a146",null,"PA735","99",null,"2015-02-07 00:00:00"
"9936b77c-d8c9-1004-8a97-438cca05a146",null,"PA735","102",null,"2015-02-07 00:00:00"
"9936b77c-d8c9-1004-8a97-438cca05a146",null,"PA735","240",null,"2015-02-07 00:00:00"
"99377acc-d8c9-1004-8a97-438cca05a146",null,"PA734","99",null,"2015-02-07 00:00:00"
"99377acc-d8c9-1004-8a97-438cca05a146",null,"PA734","102",null,"2015-02-07 00:00:00"
"99377acc-d8c9-1004-8a97-438cca05a146",null,"PA734","240",null,"2015-02-07 00:00:00"
"9938652c-d8c9-1004-8a97-438cca05a146",null,"PA733","99",null,"2015-02-07 00:00:00"
"9938652c-d8c9-1004-8a97-438cca05a146",null,"PA733","102",null,"2015-02-07 00:00:00"
"9938652c-d8c9-1004-8a97-438cca05a146",null,"PA733","240",null,"2015-02-07 00:00:00"
